"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.data_requester","Answer.data_source","Answer.data_summary_willingness","Answer.endorsement_willingness","Approve","Reject"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","32N49TQG3HOU1PQPDHQYOTTIXW6AVM","A10HEV2856GIQL","Approved","Tue Dec 12 16:47:59 PST 2017","Tue Dec 12 16:48:17 PST 2017","Fri Dec 15 16:48:17 PST 2017","Tue Dec 12 16:50:58 PST 2017","","","18","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Dropbox","No","No"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3AQF3RZ559O4IQSWNP4IQ2OADJVF6G","A13V13Y2DJGFT4","Approved","Tue Dec 12 17:11:37 PST 2017","Tue Dec 12 17:12:29 PST 2017","Fri Dec 15 17:12:29 PST 2017","Wed Dec 13 21:23:50 PST 2017","","","52","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","Yes","Yes"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3RXPCZQMQQHFP4NUS3YJDRX56NJG1M","A14KUP0LLIWLOO","Approved","Tue Dec 12 17:42:31 PST 2017","Tue Dec 12 17:44:05 PST 2017","Fri Dec 15 17:44:05 PST 2017","Wed Dec 13 21:23:53 PST 2017","","","94","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","Yes","Yes"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3D4CH1LGEBZXE9QPWGDCSXFO4ZA9GR","A15VWGGF97XK7Q","Approved","Tue Dec 12 18:11:04 PST 2017","Tue Dec 12 18:12:11 PST 2017","Fri Dec 15 18:12:11 PST 2017","Wed Dec 13 21:23:50 PST 2017","","","67","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Google Drive","Does not change my willingness to share the data","Does not change my willingness to share the data"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3OWEPKL08AIZAIJI4NSN4LXFALX7NA","A16FLTO5AMPQ28","Approved","Tue Dec 12 16:41:12 PST 2017","Tue Dec 12 16:42:54 PST 2017","Fri Dec 15 16:42:54 PST 2017","Tue Dec 12 16:50:59 PST 2017","","","102","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","No","Yes"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3U8YCDAGXQM6V4WQZGZVT0IX7ID0QP","A16SAB417Y96G4","Approved","Tue Dec 12 16:37:20 PST 2017","Tue Dec 12 16:41:03 PST 2017","Fri Dec 15 16:41:03 PST 2017","Tue Dec 12 16:51:00 PST 2017","","","223","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","Does not change my willingness to share the data","Does not change my willingness to share the data"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","30IQTZXKALCQ41X2LUUNN8EQ4L10XN","A17LA7KM9S0SCS","Approved","Tue Dec 12 16:41:49 PST 2017","Tue Dec 12 16:42:22 PST 2017","Fri Dec 15 16:42:22 PST 2017","Tue Dec 12 16:50:58 PST 2017","","","33","100% (1/1)","100% (1/1)","100% (1/1)","Smarthome","Google Drive","Yes","Yes"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","3RANCT1ZVGNZ7K6HE5GPNIB517RUBL","A1823B3S2PJMGQ","Approved","Tue Dec 12 18:09:44 PST 2017","Tue Dec 12 18:15:21 PST 2017","Fri Dec 15 18:15:21 PST 2017","Wed Dec 13 21:23:53 PST 2017","","","337","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Dropbox","Yes","Yes"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","31IBVUNM9T5PXG7XOXCQ2U49UCWFVH","A18Q2TSYBDWQU1","Approved","Tue Dec 12 18:37:27 PST 2017","Tue Dec 12 18:38:09 PST 2017","Fri Dec 15 18:38:09 PST 2017","Wed Dec 13 21:23:48 PST 2017","","","42","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","Does not change my willingness to share the data","Does not change my willingness to share the data"
"3ATYLI1PRT87PEM3G9CWXG760Q5OJB","3AKZZJBHGQ4ZLVJKRV2ZFVM3OA3EB0","Answer a short survey about an app to manage your 'smart' devices","Give us your opinion about our user interface for an unreleased system for managing your Internet of things devices and the data generated by them","survey, iot, data, privacy, mobile, app","$0.15","Tue Dec 12 16:36:45 PST 2017","100","BatchId:3046237;OriginalHitTemplateId:920937332;","600","259200","Sat Dec 16 16:36:45 PST 2017","","","30MVJZJNHNJ75BGQ4MYFPA74WRRJ95","A19247CJ07E317","Approved","Tue Dec 12 18:15:15 PST 2017","Tue Dec 12 18:18:14 PST 2017","Fri Dec 15 18:18:14 PST 2017","Wed Dec 13 21:23:48 PST 2017","","","179","100% (1/1)","100% (1/1)","100% (1/1)","Google photos","Nest","Does not change my willingness to share the data","No"
